Date,HSBA.L,ZION,fund_history,benchamrk_history
2022-09-07,,,100.0,100.0
2022-09-08,0.001649925528571742,0.03389281715937883,103.55427426879507,100.65362835550029
2022-09-09,0.006556624366930365,0.007036906207625172,104.93856332903349,102.21731341654305
2022-09-12,0.028941664035701087,-0.0008521572879977788,107.76784047986263,103.31590776626167
2022-09-13,-0.02763231654050216,-0.02251629084249068,102.55870969396008,98.82347207900179
2022-09-14,-0.016144181086785423,0.011517461106751616,102.10133086409039,99.20056296186557
2022-09-15,0.014147585282116378,0.01742455164261976,105.29761550240804,98.07430394872524
2022-09-16,-0.004217241090502864,-0.021534762528327606,102.61954828810926,97.32611047541818
2022-09-19,0.0012495775233178554,0.01178422394700093,103.95144092059559,98.08087703532742
2022-09-20,0.0036550791860088445,-0.011646963355791464,103.11157369751325,96.95505466850942
2022-09-21,-0.026253759623649973,-0.010397864994893912,99.40266130461472,95.2637831115339
2022-09-22,-0.020503992993836893,-0.023640943357435183,94.99632543606378,94.4635819423354
2022-09-23,-0.04535348076329296,-0.022061102310169743,88.45739751608545,92.88086377999262
2022-09-26,-0.03619755005026654,-0.01815722062136475,83.38181801976265,91.96201956721332
2022-09-27,-0.002139299571600674,-0.014383341600102018,81.82643525937252,91.72726758817234
2022-09-28,-0.01112062419678664,0.009665623430055942,81.75090419300633,93.53212176974314
2022-09-29,-0.012799694781014908,-0.027968622211035556,77.99093212031008,91.5783322059801
2022-09-30,0.00418742321609847,-0.01776617373874019,76.71880924203177,90.16221021011654
2022-10-03,0.001314920117703014,0.026541445087012373,79.22801868649628,92.54259543353717
2022-10-04,0.05859469166127917,0.04424127387737749,88.39817538199728,95.41018438560549
2022-10-05,-0.03250088980211037,-0.018340522672080996,83.64572353763154,95.18804836637746
2022-10-06,-0.016083565744932506,-0.020738397240642175,80.2503474022042,94.2061087600219
2022-10-07,-0.015673924755085004,-0.03892098958485277,75.26340303720943,91.5783322059801
2022-10-10,-0.01224522369405462,-0.008337656401970142,73.46694301363786,90.87910549881968
2022-10-11,-0.025075409132452417,-0.015414377916459707,69.97442552254614,90.30356665971412
2022-10-12,-0.0007621756440938491,-0.015045616821968385,68.59830399258672,90.0057036925854
2022-10-13,0.04396902014858198,0.043968614699646726,76.00964273371252,92.38105188878775
2022-10-14,-0.014350858605162222,-0.008502381098596792,74.0090565819286,90.27580063196758
2022-10-17,0.043855051716638505,0.034700294142102135,80.8241632016121,92.59561677267686
2022-10-18,-0.014987256681946105,0.0019273734246938183,79.67177200464377,93.68357566554451
2022-10-19,0.008176630008485602,-0.053093368129720826,75.48880524979629,93.0196939187253
2022-10-20,-0.0008067555157987168,-0.042459347229975936,71.70902377054031,92.23969543919017
2022-10-21,0.016008927091135033,0.01463923925375181,74.34290273229132,94.48125052387812
2022-10-24,-0.0072441123403529685,0.04098411385867618,77.17288546437427,95.6373730265633
2022-10-25,-0.05241593405637685,0.03475024184191452,75.58786294224942,97.164559133413
2022-10-26,0.01627997485510563,-0.021547566288371216,74.9880040113431,96.43251377677626
2022-10-27,0.008938123233357489,-0.0003968891700458329,75.7168437833698,95.91757520940504
2022-10-28,-0.013807987805624844,0.023023406815177387,76.5839043985589,98.19951228165247
2022-10-31,-0.00093246127583844,0.007760351830483804,77.21435798514702,97.49018812828825
2022-11-01,0.0266387930062533,-0.006352969845948598,78.89326079485738,97.06359246863066
2022-11-02,-0.012186298271896434,-0.041074326166931935,74.0677575487064,94.62765959520547
2022-11-03,-0.0065452974351852145,-0.027680361162440454,71.07242672654749,93.65329112418884
2022-11-04,0.07816788659509025,0.0340789844668946,80.67727923611625,95.00125730749063
2022-11-07,-0.009867889763187638,0.00301431267038316,80.03211615688696,95.90999627681038
2022-11-08,0.0010791719424950049,0.01602767083016733,81.55039053657396,96.42746895230225
2022-11-09,-0.019764089545609258,-0.011728859558078992,78.68569419766791,94.44086073906288
2022-11-10,0.025623689364815273,0.08367917891368395,88.42687861005302,99.63078434544961
2022-11-11,0.002265739009032093,0.02821406843026178,91.35461688896362,100.59506316751819
2022-11-14,0.014440898903259499,-0.03754904970758223,88.96562352450272,99.73932214557087
2022-11-15,0.008359988534046816,-0.0035639443497784517,89.40799244582664,100.5900105457884
2022-11-16,-0.005046056855192293,-0.023341620526067024,86.7135497525284,99.82262802606623
2022-11-17,0.007816253058692255,-0.021586663869821672,85.44372417114616,99.51718612634284
2022-11-18,-0.002743640000264593,-0.0015759483424841,85.0410105765751,99.96903709739358
2022-11-21,0.003966098723413922,0.002564929317307705,85.64780412672499,99.60553683131222
2022-11-22,0.012259146576887541,0.00885587909016464,87.61416834090048,100.9459318792751
2022-11-23,0.01894665748632144,0.005071814895876158,89.89620395543787,101.58205539560352
2022-11-24,0.005383484235989862,0.0,90.42226073316868,101.58205539560352
2022-11-25,0.003586386162810194,0.004463927961156277,91.18605894205521,101.55932639507526
2022-11-28,-0.018062676286203,-0.029369737409710977,86.68592499926055,99.93874475878215
2022-11-29,0.043940147505264336,0.015925531943250634,92.37103249375676,99.76710376782891
2022-11-30,0.007399492742633485,0.015479905993311237,94.5322121102923,102.90982668649768
2022-12-01,-0.00769601017031328,0.0032804732205980558,94.05269921049384,102.83409194134126
2022-12-02,0.0045720085157978365,0.005000447891916159,94.97976905249521,102.71545669501619
2022-12-05,-0.005062072227845081,-0.0732959884051268,87.61425697442692,100.86767082325376
2022-12-06,-0.007078960272851749,-0.02643342396663249,84.60950317037032,99.41369315069562
2022-12-07,-0.0040746206877491,-0.0019091011421854146,84.03992650338989,99.24457067335152
2022-12-08,0.005537972582648862,0.00701339982073857,85.18332282660771,100.02204284202175
2022-12-09,0.003986718690328116,0.002321461326677287,85.78043692893618,99.27485521470717
2022-12-12,0.0008227108789939983,0.019160545268551637,87.49133303567211,100.70611948124856
2022-12-13,0.015406955320905481,-0.0024792289211605823,88.83122077135258,101.46846497375248
2022-12-14,0.000143719528492928,-0.01532610113767307,87.52212082622174,100.81971770035535
2022-12-15,-0.029650292067614274,-0.013671709695574755,83.32093701651345,98.35349248831874
2022-12-16,-0.004338707813534525,-0.017486442880240708,81.42260375443388,97.19232516115953
2022-12-19,0.008088349457304422,-0.007162416640692997,81.63296655676544,96.36816302502335
2022-12-20,0.01714728203354375,0.008525751528396335,84.04192282088255,96.50003801162181
2022-12-21,0.008538890150948667,0.03121388912702325,87.48483587704268,97.94294358100667
2022-12-22,-0.0017390237624551625,0.0149242055503674,88.57694425012991,96.54567534956072
2022-12-23,-0.0028137462279451994,0.0035209230989005466,88.59349658934448,97.1010348907702
2022-12-27,-0.0021942425737840345,0.008048954253191071,89.06756344026738,96.71811945785682
2022-12-28,0.014213623295961469,-0.017811931186434916,88.95657515922252,95.51611010504853
2022-12-29,0.004751787993850931,0.023137714099436126,91.4324117986626,97.23543618823355
2022-12-30,-0.002604620533423599,0.0016298121097228005,91.30560350292771,96.97930413391008
2023-01-03,0.016758713936029925,-0.014238172775996802,91.78552356107318,96.57103982253446
2023-01-04,0.0330061611779922,0.03652235250841569,98.4208158850133,97.3165900261403
2023-01-05,0.02732226579390301,-0.017518187554091957,99.81298921988994,96.20587094372137
2023-01-06,0.021368847447316316,0.03870029855862952,105.61350627179976,98.41207327081234
2023-01-09,-0.0019882806204606545,-0.004681728733909704,104.95761671133886,98.35628390587932
2023-01-10,-0.0011373979902236468,0.00039207629061978333,104.86407406575478,99.04604474455215
2023-01-11,0.00950465383676876,0.005681366059587307,106.46239014281551,100.2987674487964
2023-01-12,0.026498315711271817,0.0023376335052015976,109.71536461640918,100.66392853035376
2023-01-13,0.017441858745108833,-0.0011660137442545309,111.6610310216063,101.05445408488482
2023-01-16,0.005636105230183438,0.0,112.33602594746358,101.05445408488482
2023-01-17,-0.0006446844090499577,-0.010312634052255399,111.31022433005441,100.86933163872975
2023-01-18,0.004066253158811253,-0.05111695690178722,107.14835788655856,99.2768123259019
2023-01-19,-0.005346767665764707,0.02610680863058074,108.75628929538863,98.55409248714915
2023-01-20,0.012645989522574024,0.03957695859192525,113.78273707580468,100.39005771918575
2023-01-23,-0.0021450290325471604,0.022725631274830207,115.61470957352788,101.59460118011465
2023-01-24,0.0006792250274391272,-0.01671298267223309,114.12292467832307,101.48554876111353
2023-01-25,0.011996323450092685,0.004828691190395288,116.02830059633303,101.52359157194626
2023-01-26,0.009628020086607849,0.0034600163349113983,117.53466169678143,102.63937887060648
2023-01-27,-0.006657186050889538,0.022412021973182462,118.800927008591,102.87520687094178
2023-01-30,-0.0012195839357343613,-0.02135873948682428,116.6110590661925,101.58444915312054
2023-01-31,-0.011691117219605354,0.01780459750558877,116.83424195751158,103.07808366845288
2023-02-01,0.01255835903284796,0.00432621460570238,118.77497889245777,104.17357471038069
2023-02-02,-0.028893684119129615,0.01685586136054631,116.82226190463268,105.69002399605458
2023-02-03,-0.004493538132228669,0.0022102539245157722,116.49890529648022,104.56664217028818
2023-02-06,-0.0039902322028063176,-0.005697126348390338,115.46870032400156,103.92759468305131
2023-02-07,0.017326112578507566,0.012753283262091112,118.76004186375974,105.28682790092027
2023-02-08,0.014325807562219331,-0.02646279328555648,117.89634121412885,104.13553969680372
2023-02-09,0.009687318684320536,-0.013122395143135093,117.83091893153863,103.23276562813717
2023-02-10,-0.013609058733798687,-0.0024694266125240565,115.9148452974703,103.47367743922527
2023-02-13,0.011761422155143066,0.0074266960520368575,118.0476492894085,104.68835733263677
2023-02-14,-0.004541949998225587,-0.0032134992041625817,117.18278352820514,104.64018588657721
2023-02-15,-0.006787110982907988,-0.0026755680224499123,116.0962782283365,104.97999029241657
2023-02-16,0.006966273023447972,-0.015138720315974998,115.52222442034872,103.53453502039957
2023-02-17,0.008283951031866176,0.0007782602154848506,116.6125225671463,103.27588445246695
2023-02-20,-0.0007088008499409958,0.0,116.52468033636111,103.27588445246695
2023-02-21,0.04939389553187364,-0.0316912334427981,119.70290502085146,101.20407562558358
2023-02-22,-0.022868644642889617,-0.009637851890238788,115.86516333279627,101.06459831462318
2023-02-23,-0.012299918604232936,0.0008110040923036048,114.37526430536926,101.60220350447659
2023-02-24,0.0030011649014969866,0.018434655003846584,116.39240770045203,100.51684889503139
2023-02-27,0.0040102995857273374,0.002386876940435152,117.11328022568597,100.85919520624715
2023-02-28,0.0024232623219045675,0.004564076443076515,117.83405265040014,100.48641620581635
2023-03-01,0.008080771491945814,-0.003555676657058814,118.53269027854938,100.10096666478232
2023-03-02,-0.01159067522993683,-0.042225191956648686,113.21288031578703,100.87947586846808
2023-03-03,0.007384672240208939,0.019042253552294018,115.80327579871215,102.49735965426967
2023-03-06,-0.0025784061137157626,-0.009546379539186318,114.6281696127734,102.56837705969384
2023-03-07,-0.005806147033578646,-0.04757645008821813,109.70924411777597,100.99613061183118
2023-03-08,0.011285835679685085,0.0051676243729002055,111.56430402226593,101.16096459850957
2023-03-09,-0.008241656249165754,-0.11395899507819639,100.92204371126141,99.29455888000219
2023-03-10,-0.03760168224473493,-0.02441792691759229,94.34812342044418,97.86179754035568
2023-03-13,-0.02880495644374396,-0.25723003557536134,72.12946039162671,97.72231243213952
2023-03-14,0.013136482583264287,0.044708048448951626,76.09721559658644,99.33767770433197
2023-03-15,-0.0574873870611185,-0.019161778977301536,68.13522808396513,98.71638456845113
2023-03-16,0.022848124462042346,0.045584444979200375,73.23635817911935,100.4483811922394
2023-03-17,-0.023548258689194707,-0.06757518514383047,66.60715871838525,99.27386496322619
2023-03-20,0.007494168724889602,0.008015447393603938,67.88406502752531,100.22844399913451
2023-03-21,0.01767692842479083,0.06990858491462847,73.69453663699522,101.54449601462765
2023-03-22,0.023453444421592782,-0.06719849322311501,72.4910291506487,99.81352083134341
2023-03-23,-0.027482674526197556,-0.08863883714893483,64.4281385746607,100.0833526640299
2023-03-24,-0.030354918669424445,0.02914167863654707,62.380853489882924,100.74010771908826
2023-03-27,0.01762333803387367,0.03822733929896809,66.29244897669707,100.92847382363776
2023-03-28,0.004248657032972657,0.02113715223538452,67.8922300505204,100.70192455765195
2023-03-29,0.022048715813989105,0.03639135221523171,72.36918443862152,102.1656098136261
2023-03-30,0.008237914574648102,-0.023838494368291666,71.99415015961031,102.7638152752139
2023-03-31,-0.014336612491775837,-0.012210280192708619,69.6440068062499,104.21223350441812
2023-04-03,0.018958696801175068,-0.027061068099139763,70.37727654886376,104.60933994280713
2023-04-04,-0.0025582269525462,-0.04841685554633756,67.53344440663619,104.02895900787719
2023-04-05,0.0022205801434054956,0.03319860359429661,69.4533333926677,103.75658526981428
2023-04-06,0.013703870746109716,0.026543566379214335,72.43881274339896,104.16132522158826
2023-04-10,-0.004324346175864754,0.01633089591075273,72.78754775569072,104.26823339525654
2023-04-11,0.0026075809831242955,0.00803423202938039,73.53047826013665,104.29623334067574
2023-04-12,0.0031910966715286977,0.005977628379781615,74.23564050323557,103.87112695686753
2023-04-13,0.013373016899467694,0.028390134240128387,77.38640694833074,105.25082017383983
2023-04-14,0.020783878621914047,-0.038520466124756805,77.74315256505784,104.99371346254686
2023-04-17,-0.013426864782954651,0.032718779916413164,77.84796979892411,105.37046126615736
2023-04-18,-0.002258950774159707,-0.015194514414227528,76.72469938907,105.43918627838933
2023-04-19,-0.0012662940448453961,0.07419026908995811,80.6451332057213,105.42136954898724
2023-04-20,0.0032961858428013006,-0.048896150280703904,78.16149265053508,104.84608022206585
2023-04-21,-0.002557000470196432,-0.05687235836753539,74.65803497103155,104.92753815294706
2023-04-24,0.0030481858227450276,-0.036794557248216134,73.082033718265,105.0369960292475
2023-04-25,-0.01810447134736642,-0.05447074166153227,68.0939292208364,103.36965425018664
2023-04-26,0.014222854764951482,-0.012718870010415948,69.1867613949523,102.93181494772914
2023-04-27,0.008568300524592272,0.007199206627954321,70.57163205486418,104.98098834115332
2023-04-28,0.002641217097557307,0.048152974939128776,73.20349477787929,105.87701778359107
2023-05-01,-0.005433364007585771,-0.03732675984948953,70.66001039874175,105.7701096099228
2023-05-02,0.03300989781338795,-0.10812026628251803,69.47001158203497,104.58133999738793
2023-05-03,0.006544892793644163,-0.05267160344708111,68.02549905356258,103.86349344348255
2023-05-04,-0.01504508089640989,-0.12046776788803613,61.189301269503375,103.12783016017512
2023-05-05,0.03176408933729453,0.19215843452923087,72.07487173764548,105.0369960292475
2023-05-08,-0.0009401364256191331,0.021042188501478556,72.85480476046146,105.06498817741097
2023-05-09,-0.0009344873871008366,0.006594764725024892,73.02257317621911,104.60424833479858
2023-05-10,0.0033697605791279546,-0.027434563525869027,72.24944617191241,105.09299592008591
2023-05-11,-0.0045446212479366265,-0.04504924947884507,69.73179946277511,104.90971362628923
2023-05-12,0.0050969817667002254,-0.011022185430875337,69.93803578779955,104.7722558045696
2023-05-15,0.02541692535699678,0.08470177504213776,76.656577511226,105.13372098689867
2023-05-16,-0.01225557935778343,-0.02342610877329209,74.00066733215439,104.431149257019
2023-05-17,-0.004034005726478671,0.1207618885740111,78.64497468194438,105.6988348950587
2023-05-18,0.009624776940530034,0.04088349570509812,81.86592071682881,106.71705513244613
2023-05-19,-0.0002443766547951375,-0.017252707151099465,80.97139963256112,106.56177278406864
2023-05-22,0.009596179782716275,0.04930521647764422,84.65905045850204,106.60505535076929
2023-05-23,-0.0005242208492318607,0.04627636320068771,86.97425097163702,105.4086444275937
2023-05-24,-0.03239206446535413,-0.014289506488962093,81.89167976453732,104.6449734016113
2023-05-25,0.006638103203954536,-0.022435297363915637,81.5541472264155,105.55119385732192
2023-05-26,0.009246948454172434,0.012004731895332547,83.37683546170234,106.91814635838917
2023-05-30,-0.012031376068467686,0.008722315970290221,82.26110748809353,106.95887922245765
2023-05-31,-0.013913357225672489,-0.05603180112776492,77.4903006052989,106.36577316613418
2023-06-01,0.012457304548197224,0.013923462455378456,79.77546977525759,107.3763520928809
2023-06-02,0.008776864032338542,0.05059252879547975,83.47676345398102,108.92913659037701
2023-06-05,0.0044518037959420335,-0.012039003452611574,83.41428068790233,108.72040405379326
2023-06-06,0.006508158371987599,0.04874294007123406,86.83393073079591,108.95713653579622
2023-06-07,0.010343888619336581,0.045481334195040475,90.70901437909097,108.58038873218572
2023-06-08,0.001335069098412143,0.016511935071734773,91.84058855122765,109.23715158449983
2023-06-09,-0.004388538793837619,-0.03561118211984605,89.16464656458464,109.4331512024343
2023-06-12,-0.008791836306544802,-0.020406698851064123,86.843082175848,110.42591339977893
2023-06-13,0.015145195451258113,-0.015541129475705776,87.97127220869689,111.15394316970142
2023-06-14,0.00602345944427826,-0.05743613415405566,85.63770144494765,111.2863093834125
2023-06-15,0.007124477243250784,0.03278445225313037,88.28185182210882,112.6660026003848
2023-06-16,0.00686870129822696,-0.012076391291184875,88.56827046724655,112.28223726659404
2023-06-19,0.003301963632455803,0.0,89.0177164262156,112.28223726659404
2023-06-20,-0.0020939891928091316,-0.027242130611550695,87.30073686018858,111.6996964918197
2023-06-21,0.00493913504411203,0.0035904550314026992,88.15730140668,111.12737791934128
2023-06-22,-0.020152157038625617,-0.03506012481292582,83.59945364986842,111.52851553895606
2023-06-23,-0.00979464084773366,-0.013717890780578772,81.6063262130711,110.68535928779866
2023-06-26,0.002982796195858424,0.01804381492275722,82.88327589543232,110.23312625121588
2023-06-27,0.013143254101567022,0.008123417977470961,85.0384566170219,111.44164631258029
2023-06-28,-0.00386593372101953,-0.007691732496276142,84.13119559502763,111.49785672932411
2023-06-29,0.006868592139007557,0.007013164211145966,85.40359902083776,111.93731006372307
2023-06-30,0.011306726594041966,-0.015394742718063884,86.16427086084394,113.25825095857513
2023-07-03,0.009151736327418614,0.04765090864837483,89.76601857840345,113.38855869676667
2023-07-04,-0.002896384905457764,0.0,89.36569157057968,113.38855869676667
2023-07-05,-0.005160015900836029,-0.006396120107715446,88.32433040967581,113.2199274465352
2023-07-06,-0.015690729070561765,-0.006437227877837428,85.84286646442206,112.33334048081778
2023-07-07,0.006876553444512928,0.04319333246166301,88.97239007076908,112.04973089721074
2023-07-10,-0.003221726511340526,0.02001234361116677,89.59872229380301,112.33334048081778
2023-07-11,-0.004393838844812981,0.029429452891881498,90.5997605765485,113.04873869641581
2023-07-12,0.029281295640344544,0.027930953211520507,96.10752403775635,113.95831976935717
2023-07-13,0.008496524707073218,0.023016153420465202,98.60775887588807,114.86279363977847
2023-07-14,-0.004980454839457356,-0.04062196947742004,95.52557328435773,114.79125381821869
2023-07-17,0.006521257408857165,0.0214967535940037,97.64471891872222,115.18983393794554
2023-07-18,0.006553686226000795,0.034117442229075645,100.52655200630983,116.04576209403102
2023-07-19,0.00046525643985719254,0.06259161492571344,104.31650375920714,116.30382007052617
2023-07-20,0.01226124910729828,0.09981854881447075,112.35866526546383,115.53220364092857
2023-07-21,0.002099009890353589,-0.04722602476830459,109.37465037942391,115.53220364092857
2023-07-24,-0.0011736041406496288,0.026029560547926784,110.9311237155346,116.04831959391892
2023-07-25,0.008435662394321688,-0.034275506497265525,109.80781858618755,116.36513768979009
2023-07-26,0.003022927120478285,0.07461729477001391,115.14236726162824,116.38302459449396
2023-07-27,-0.014181498320231665,-0.021844918749269724,111.54933296990794,115.61140816489637
2023-07-28,0.010870130712348693,0.028713558576687358,115.08119357954729,116.7432812021809
2023-07-31,-0.001470037229493157,-0.011371625630518602,114.06199048282869,116.96556536926828
2023-08-01,0.009480451476173598,-0.030063104352847144,113.31712796763168,116.63086036869323
2023-08-02,-0.033184540371232814,-0.012667434330585535,107.63166404919073,115.008430782786
2023-08-03,0.003366886624749406,0.021292336314055946,109.53575425594155,114.67883298473103
2023-08-04,-0.0015018074973161112,0.013631676920443318,110.25968263853804,114.16016732910852
2023-08-07,0.014861761917422969,0.005801268612911664,112.75543251455389,115.15661762842568
2023-08-08,-0.017539951809488294,0.0010487471019152283,110.322899182627,114.65583887750705
2023-08-09,0.0001375313074848719,-0.02042803017291539,108.91118925919915,113.88933744768528
2023-08-10,0.00625244066186164,0.0034756094318763495,110.02738762289025,113.93021845961313
2023-08-11,-0.009904280539773812,0.020515437529803844,110.04100891882675,113.86378584057341
2023-08-14,-0.006122314748093323,-0.023235881597551973,107.55195020442349,114.49231482979565
2023-08-15,-0.03277462044431116,-0.0449044203116032,99.91420545478618,113.15860982727128
2023-08-16,-0.015067474821702826,-0.013589014535976197,96.99782306058339,112.3282332782977
2023-08-17,0.0056346026142920815,0.00344403109031891,97.96656014291443,111.47230512221225
2023-08-18,-0.015574538687457147,-0.006578447153241549,95.4659666773941,111.52595803906816
2023-08-21,0.000924326175586495,-0.005758305550421491,95.21593121105408,112.25157845696208
2023-08-22,-0.006627638074243272,-0.04169973989846307,91.67390294373786,111.94753226601897
2023-08-23,0.006294241407686957,0.026894332559388726,94.14594759158615,113.19437583942332
2023-08-24,-0.0016338817470159634,0.014419228700672193,94.84108476627327,111.62560696762773
2023-08-25,-0.0045163283903119425,-0.009862923039083813,93.61875549113455,112.41254500478557
2023-08-28,0.0019837624254962476,0.022559138607850276,95.30637612656076,113.12539351775143
2023-08-29,0.016893600953788526,0.01547154957893083,98.51478085284339,114.76059500858673
2023-08-30,-0.002505618825553017,-0.012696490828457205,97.3468585642612,115.23327244976132
2023-08-31,-0.016439113140536084,0.01457446476494046,96.11565916228676,115.06464119952982
2023-09-01,0.002073856775465262,0.026476873300642148,98.13043186287726,115.27926066420923
2023-09-04,-0.001019262079798684,0.0,97.99735683811161,115.27926066420923
2023-09-05,-0.0019784860912122415,-0.008506438231054896,97.16397561160764,114.78103161592277
2023-09-06,-0.009005483947032059,-0.03625530872914366,93.5604779201156,114.00942298358092
