Date,HSBA.L,ZION,SPY
2022-09-02,578.9459153924561,52.62485122680664,385.937744140625
2022-09-05,581.2142343749999,52.62485122680664,385.937744140625
2022-09-06,577.7072427795409,52.26152420043945,384.4815368652344
2022-09-07,567.1032061505127,53.87736892700195,391.3887023925781
2022-09-08,568.0409112579346,55.70355224609375,393.94696044921875
2022-09-09,571.773586472168,56.09556198120117,400.0670166015625
2022-09-12,588.3581025421142,56.04775619506836,404.3667907714844
2022-09-13,572.0646419726563,54.785682678222656,386.7839050292969
2022-09-14,562.8086666870116,55.41672134399414,388.25982666015625
2022-09-15,570.788670791626,56.38240432739258,383.8517761230469
2022-09-16,568.3762466320801,55.168128967285156,380.9234313964844
2022-09-19,569.0880422241211,55.81829071044922,383.87744140625
2022-09-20,571.1726186834717,55.168128967285156,379.4710998535156
2022-09-21,556.14410440979,54.59445571899414,372.8516540527344
2022-09-22,544.7157953466797,53.30369567871094,369.71978759765625
2022-09-23,519.9566193365479,52.12766647338867,363.52520751953125
2022-09-26,501.093947543335,51.18110656738281,359.9289245605469
2022-09-27,500.01962721313475,50.44489288330078,359.0101623535156
2022-09-28,494.44684095245367,50.932518005371094,366.07415771484375
2022-09-29,488.1041231430054,49.507896423339844,358.42724609375
2022-09-30,490.1525266113282,48.62826919555664,352.88470458984375
2022-10-03,490.7984585888672,49.919029235839844,362.2012939453125
2022-10-04,519.6200634997558,52.12766647338867,373.4246826171875
2022-10-05,502.6946923278809,51.171546936035156,372.5552673339844
2022-10-06,494.59174887542724,50.11025619506836,368.7120666503906
2022-10-07,486.8224685055542,48.159767150878906,358.42724609375
2022-10-10,480.848079362793,47.75819778442383,355.6905212402344
2022-10-11,468.76404134033197,47.02198791503906,353.43798828125
2022-10-12,468.405939458313,46.314453125,352.2721252441406
2022-10-13,489.04671896362305,48.350990295410156,361.5690002441406
2022-10-14,482.01300983276366,47.93986129760742,353.3293151855469
2022-10-17,503.1983415344239,49.603511810302734,362.4088134765625
2022-10-18,495.64012241363525,49.699119567871094,366.66693115234375
2022-10-19,499.70172074218755,47.06023406982422,364.068603515625
2022-10-20,499.2976607910156,45.06194305419922,361.0157470703125
2022-10-21,507.30856769897457,45.72166061401367,369.7889709472656
2022-10-24,503.62546761932373,47.59565734863281,374.31390380859375
2022-10-25,477.169252208252,49.24974060058594,380.2911071777344
2022-10-26,484.95471312499996,48.188453674316406,377.4259948730469
2022-10-27,489.2987808380127,48.16933059692383,375.4105224609375
2022-10-28,482.52765728759766,49.2784309387207,384.341796875
2022-10-31,482.0767626269531,49.6608772277832,381.5655822753906
2022-11-01,494.9470455328369,49.34535598754883,379.8959045410156
2022-11-02,488.90210972351076,47.318382263183594,370.36199951171875
2022-11-03,485.69511547119146,46.00850296020508,366.54840087890625
2022-11-04,523.7444846118165,47.57653045654297,371.8241882324219
2022-11-07,518.5648748547363,47.71995162963867,375.38092041015625
2022-11-08,519.1257641864014,48.48484802246094,377.4062194824219
2022-11-09,508.8431021951294,47.916141510009766,369.6308898925781
2022-11-10,521.9102778295899,51.926021575927734,389.9436340332031
2022-11-11,523.0953969671631,53.391170501708984,393.71771240234375
2022-11-14,530.666013546753,51.38623046875,390.3684387207031
2022-11-15,535.1121534875488,51.20308303833008,393.6979064941406
2022-11-16,532.4059959869385,50.007835388183594,390.6944885253906
2022-11-17,536.5765514749145,48.928245544433594,389.4990234375
2022-11-18,535.1011337872314,48.85113525390625,391.26751708984375
2022-11-21,537.2280753662109,48.97644805908203,389.8448181152344
2022-11-22,543.8285491143799,49.41020584106445,395.09100341796875
2022-11-23,554.1549926953126,49.660823822021484,397.5806579589844
2022-11-24,557.1448158264161,49.660823822021484,397.5806579589844
2022-11-25,559.1473565368652,49.88252639770508,397.4917297363281
2022-11-28,549.0254709442138,48.41737365722656,391.14892578125
2022-11-29,573.2028650097656,49.18850326538086,390.4771423339844
2022-11-30,577.4536238891602,49.94999694824219,402.77740478515625
2022-12-01,572.9997771331788,50.11386489868164,402.48101806640625
2022-12-02,575.62531112854,50.364479064941406,402.0166931152344
2022-12-05,572.7049945288086,46.672691345214844,394.7846984863281
2022-12-06,568.6419029101563,45.438880920410156,389.09393310546875
2022-12-07,566.3197959777832,45.35213088989258,388.4320068359375
2022-12-08,569.4629347485351,45.67022705078125,391.4749755859375
2022-12-09,571.7382646691894,45.7762565612793,388.55059814453125
2022-12-12,572.2096392755127,46.653411865234375,394.15240478515625
2022-12-13,581.0451168859863,46.537742614746094,397.1361083984375
2022-12-14,581.1288084741211,45.82444763183594,394.5970153808594
2022-12-15,563.8602660644531,45.19790267944336,384.9444885253906
2022-12-16,561.4083749847412,44.407493591308594,380.3997802734375
2022-12-19,565.9592135101318,44.08940505981445,377.1741027832031
2022-12-20,575.685266217041,44.46533203125,377.69024658203125
2022-12-21,580.6118516235351,45.85336685180664,383.3376159667969
2022-12-22,579.5998916192627,46.537742614746094,377.8688659667969
2022-12-23,577.9654867126465,46.70161056518555,380.04248046875
2022-12-27,576.6944950195312,47.077537536621094,378.5437927246094
2022-12-28,584.9095167175293,46.23893356323242,373.8392639160156
2022-12-29,587.6950086456299,47.308876037597656,380.5685119628906
2022-12-30,586.1609125329591,47.385986328125,379.5660400390625
2023-01-03,596.0057929595948,46.71125030517578,377.9681396484375
2023-01-04,615.7210524612426,48.41737365722656,380.8861389160156
2023-01-05,632.5809531738282,47.569129943847656,376.5389099121094
2023-01-06,646.1283470947265,49.41020584106445,385.1737365722656
2023-01-09,644.8409054199218,49.17886734008789,384.95538330078125
2023-01-10,644.1056996844482,49.19814682006836,387.655029296875
2023-01-11,650.2411955444336,49.477684020996094,392.55804443359375
2023-01-12,667.5095452154541,49.593353271484375,393.98724365234375
2023-01-13,679.1778883422851,49.53551483154297,395.5157165527344
2023-01-16,683.0141684326172,49.53551483154297,395.5157165527344
2023-01-17,682.5729443005371,49.02464294433594,394.7911682128906
2023-01-18,685.3545008862304,46.518463134765625,388.5582275390625
2023-01-19,681.6819928741455,47.73299789428711,385.7295837402344
2023-01-20,690.3214609973145,49.62226867675781,392.91534423828125
2023-01-23,688.8375131835937,50.75004959106445,397.6297912597656
2023-01-24,689.3064201013184,49.90180206298828,397.2029724121094
2023-01-25,697.5937887872315,50.142784118652344,397.35186767578125
2023-01-26,704.3250394348144,50.316287994384766,401.71893310546875
2023-01-27,699.6258063720703,51.444061279296875,402.6419372558594
2023-01-30,698.7708242797852,50.34519958496094,397.5900573730469
2023-01-31,690.5833320703125,51.24164581298828,403.43597412109375
2023-02-01,699.2750406512451,51.463340759277344,407.7236022949219
2023-02-02,679.0258011254882,52.330867767333984,413.6588134765625
2023-02-03,675.9679218969727,52.446537017822266,409.26202392578125
2023-02-06,673.2647079101562,52.14772033691406,406.7608642578125
2023-02-07,684.9554053259277,52.81282424926758,412.08074951171875
2023-02-08,694.7895732476807,51.41514587402344,407.5747375488281
2023-02-09,701.5351305908202,50.74040603637695,404.0413818359375
2023-02-10,691.9668548583985,50.61509704589844,404.9842834472656
2023-02-13,700.123381237793,50.991024017333984,409.7384033203125
2023-02-14,696.9363732666015,50.8271598815918,409.54986572265625
2023-02-15,692.1957630126954,50.691158294677734,410.87982177734375
2023-02-16,697.0284158477783,49.9236946105957,405.22247314453125
2023-02-17,702.8153653259278,49.962554931640625,404.21014404296875
2023-02-20,702.3160377868652,49.962554931640625,404.21014404296875
2023-02-21,737.0825489343263,48.37906265258789,396.101318359375
2023-02-22,720.1893900073243,47.91276168823242,395.555419921875
2023-02-23,711.3115947265626,47.95161819458008,397.6595458984375
2023-02-24,713.4510633239746,48.83565139770508,393.4115905761719
2023-02-27,716.3185956848145,48.95222854614258,394.7514953613281
2023-02-28,718.0581022949218,49.175662994384766,393.29248046875
2023-03-01,723.8734288330078,49.00080108642578,391.78387451171875
2023-03-02,715.4647543170166,46.93157958984375,394.83087158203125
2023-03-03,720.7598722631835,47.8253288269043,401.1630859375
2023-03-06,718.897364500122,47.368736267089844,401.4410400390625
2023-03-07,714.7142129779053,45.114933013916016,395.2874450683594
2023-03-08,722.7980656292724,45.348087310791016,395.9325866699219
2023-03-09,716.8278825683593,40.17988204956055,388.627685546875
2023-03-10,689.8144660705566,39.19869613647461,383.02001953125
2023-03-13,669.9007406799316,29.114870071411133,382.4740905761719
2023-03-14,678.7201268554687,30.416635513305664,388.79644775390625
2023-03-15,639.6162778234863,29.833755493164062,386.3647766113281
2023-03-16,654.2626699096679,31.193809509277344,393.14361572265625
2023-03-17,638.8218190002442,29.085725784301758,388.54669189453125
2023-03-20,643.619884298706,29.318878173828125,392.2828063964844
2023-03-21,655.0221833203125,31.368675231933594,397.4336853027344
2023-03-22,670.4185700439452,29.260589599609375,390.6588439941406
2023-03-23,651.9530646057128,26.66677474975586,391.7149353027344
2023-03-24,632.1194635009766,27.443946838378906,394.285400390625
2023-03-27,643.2840721398926,28.493131637573242,395.02264404296875
2023-03-28,646.0231895141602,29.095441818237305,394.1359558105469
2023-03-29,660.2985662109376,30.154342651367188,399.8646545410156
2023-03-30,665.7500384899903,29.435455322265625,402.2059631347656
2023-03-31,656.1844763122559,29.076013565063477,407.8749084472656
2023-04-03,668.652221875,28.289125442504883,409.42913818359375
2023-04-04,666.9378875061035,26.919353485107422,407.1575927734375
2023-04-05,668.4221407653808,27.8131046295166,406.091552734375
2023-04-06,677.602224854126,28.55141830444336,407.6756591796875
2023-04-10,674.665579876709,29.017723083496094,408.0940856933594
2023-04-11,676.4287783203125,29.250877380371094,408.20367431640625
2023-04-12,678.5920855755616,29.42574119567871,406.53985595703125
2023-04-13,687.6869107086181,30.261201858520508,411.9398193359375
2023-04-14,702.0112145751954,29.095441818237305,410.93353271484375
2023-04-17,692.5645540667724,30.04747772216797,412.4080810546875
2023-04-18,690.9966361450196,29.59088897705078,412.67706298828125
2023-04-19,690.119702473755,31.786405563354492,412.6073303222656
2023-04-20,692.3994792681884,30.232057571411133,410.355712890625
2023-04-21,690.6251869390869,28.512561798095703,410.6745300292969
2023-04-24,692.7349807861328,27.463375091552734,411.1029357910156
2023-04-25,680.1657373901367,25.967315673828125,404.5771484375
2023-04-26,689.8609580078124,25.63701820373535,402.8634948730469
2023-04-27,695.7849222363282,25.821596145629883,410.88372802734375
2023-04-28,697.6266917626953,27.065074920654297,414.39068603515625
2023-05-01,693.8278775,26.05474853515625,413.9722595214844
2023-05-02,716.7815454650879,23.23749542236328,409.3195495605469
2023-05-03,721.4831437805176,22.013444900512695,406.5099792480469
2023-05-04,710.6044466491699,19.361339569091797,403.63067626953125
2023-05-05,733.225899784546,23.08205795288086,411.1029357910156
2023-05-08,732.5350480590821,23.567792892456055,411.2124938964844
2023-05-09,731.8489944995117,23.723228454589844,409.4092102050781
2023-05-10,734.3205089794922,23.072345733642578,411.3221130371094
2023-05-11,730.9760215759278,22.032875061035156,410.6047668457031
2023-05-12,734.7100049560546,21.790008544921875,410.0667724609375
2023-05-15,753.4252335937499,23.63579559326172,411.48150634765625
2023-05-16,744.1712190527344,23.08205795288086,408.7317199707031
2023-05-17,741.1626114428711,25.869699478149414,413.69329833984375
2023-05-18,748.3118591674804,26.92742156982422,417.6784973144531
2023-05-19,748.1285861572266,26.46281623840332,417.07073974609375
2023-05-22,755.3235861035156,27.767667770385742,417.2401428222656
2023-05-23,754.9267570092773,29.052749633789062,412.5575256347656
2023-05-24,730.4192228759765,28.637569427490234,409.568603515625
2023-05-25,735.2785077941894,27.99502944946289,413.1154479980469
2023-05-26,742.092576027832,28.331127166748047,418.4655456542969
2023-05-30,733.1445022045898,28.578258514404297,418.6249694824219
2023-05-31,722.9215180499268,26.976848602294922,416.3036193847656
2023-06-01,731.9470208129883,27.352487564086914,420.2589111328125
2023-06-02,738.3853797912598,28.736421585083008,426.3363342285156
2023-06-05,741.6797717871093,28.390438079833984,425.5193786621094
2023-06-06,746.5173802661133,29.77437400817871,426.4459228515625
2023-06-07,754.2562926269532,31.128652572631836,424.97137451171875
2023-06-08,755.2654963769531,31.642684936523438,427.5418701171875
2023-06-09,751.9436789721681,30.51576805114746,428.3089904785156
2023-06-12,745.3181420880127,29.892995834350586,432.1945495605469
2023-06-13,756.6310107385254,29.428390502929688,435.0439758300781
2023-06-14,761.1985921545411,27.738012313842773,435.5620422363281
2023-06-15,766.6336872814942,28.6474552154541,440.9620056152344
2023-06-16,771.9110713195801,28.301471710205078,439.4599914550781
2023-06-19,774.4655114318847,28.301471710205078,439.4599914550781
2023-06-20,772.8402146026611,27.53042221069336,437.17999267578125
2023-06-21,776.6657901495362,27.629276275634766,434.94000244140625
2023-06-22,760.9798019244384,26.660518646240234,436.510009765625
2023-06-23,753.5098498535157,26.29476547241211,433.2099914550781
2023-06-26,755.7623699999999,26.769258499145508,431.44000244140625
2023-06-27,765.717440460205,26.986732482910156,436.1700134277344
2023-06-28,762.7507030181885,26.779142379760742,436.3900146484375
2023-06-29,768.0012737670899,26.966962814331055,438.1099853515625
2023-06-30,776.7039935644531,26.551782608032227,443.2799987792969
2023-07-03,783.8278507910156,27.817092895507812,443.7900085449219
2023-07-04,781.5525797680664,27.817092895507812,443.7900085449219
2023-07-05,777.5108673327636,27.639158248901367,443.1300048828125
2023-07-06,765.2842657305908,27.461225509643555,439.6600036621094
2023-07-07,770.5583829345703,28.6474552154541,438.54998779296875
2023-07-10,768.0703828540038,29.220800399780273,439.6600036621094
2023-07-11,764.6881670654296,30.0808162689209,442.4599914550781
2023-07-12,787.1285792138672,30.921064376831055,446.0199890136719
2023-07-13,793.8311772576905,31.632801055908203,449.55999755859375
2023-07-14,789.8688227600097,30.347719192504883,449.2799987792969
2023-07-17,795.0311137902833,31.000144958496094,450.8399963378906
2023-07-18,800.2529823931884,32.05786895751953,454.19000244140625
2023-07-19,800.6261258789064,34.064571380615234,455.20001220703125
2023-07-20,810.4644390637208,37.4650993347168,452.17999267578125
2023-07-21,812.1693614709473,35.695640563964844,452.17999267578125
2023-07-24,811.2140952856445,36.62485122680664,454.20001220703125
2023-07-25,818.0723063763428,35.369422912597656,455.44000244140625
2023-07-26,820.5507299865723,38.0087890625,455.510009765625
2023-07-27,808.8884430175781,37.178428649902344,452.489990234375
2023-07-28,817.7005460559081,38.24603271484375,456.9200134277344
2023-07-31,816.4958463867188,37.81108093261719,457.7900085449219
2023-08-01,824.2536569274902,36.674278259277344,456.4800109863281
2023-08-02,796.840890916748,36.20967483520508,450.1300048828125
2023-08-03,799.5296771411133,36.98072052001953,448.8399963378906
2023-08-04,798.3262909423828,37.484867095947266,446.80999755859375
2023-08-07,810.2169766845703,37.70234298706055,450.7099914550781
2023-08-08,795.9744873034667,37.741886138916016,448.75
2023-08-09,796.0842,36.9708366394043,445.75
2023-08-10,801.07264,37.099342346191406,445.9100036621094
2023-08-11,793.1211045043946,37.86050796508789,445.6499938964844
2023-08-14,788.254665,36.98072052001953,448.1099853515625
2023-08-15,762.3629754974365,35.31999969482422,442.8900146484375
2023-08-16,750.8507724597168,34.84000015258789,439.6400146484375
2023-08-17,755.0908431188965,34.959999084472656,436.2900085449219
2023-08-18,743.3047310791015,34.72999954223633,436.5
2023-08-21,743.9933014300537,34.529998779296875,439.3399963378906
2023-08-22,739.0515149230957,33.09000015258789,438.1499938964844
2023-08-23,743.7135364758301,33.97999954223633,443.0299987792969
2023-08-24,742.4957182287598,34.470001220703125,436.8900146484375
2023-08-25,739.1349726501466,34.130001068115234,439.9700012207031
2023-08-28,740.6044726196288,34.900001525878906,442.760009765625
2023-08-29,753.1435254333496,35.439998626708984,449.1600036621094
2023-08-30,751.2522755249024,34.9900016784668,451.010009765625
2023-08-31,738.8751340637207,35.5,450.3500061035156
2023-09-01,740.4108326367187,36.439998626708984,451.19000244140625
